Spacecraft: ASC_80_10

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jan 2026 00:00:00.000    01 Jan 2026 00:00:31.879      31.878963893    Earth           Umbra       1             40.865717037
01 Jan 2026 00:00:31.879    01 Jan 2026 00:00:40.866      8.9867531438    Earth           Penumbra    1             40.865717037
01 Jan 2026 01:01:11.846    01 Jan 2026 01:01:20.752      8.9066439425    Earth           Penumbra    2             2109.5168268
01 Jan 2026 01:01:20.752    01 Jan 2026 01:36:12.376      2091.6240571    Earth           Umbra       2             2109.5168268
01 Jan 2026 01:36:12.376    01 Jan 2026 01:36:21.362      8.9861257584    Earth           Penumbra    2             2109.5168268
01 Jan 2026 02:36:52.302    01 Jan 2026 02:37:01.209      8.9063299354    Earth           Penumbra    3             2109.5309641
01 Jan 2026 02:37:01.209    01 Jan 2026 03:11:52.848      2091.6388969    Earth           Umbra       3             2109.5309641
01 Jan 2026 03:11:52.848    01 Jan 2026 03:12:01.833      8.9857372572    Earth           Penumbra    3             2109.5309641
01 Jan 2026 04:12:32.749    01 Jan 2026 04:12:41.655      8.9061102248    Earth           Penumbra    4             2109.5539758
01 Jan 2026 04:12:41.655    01 Jan 2026 04:47:33.318      2091.6623289    Earth           Umbra       4             2109.5539758
01 Jan 2026 04:47:33.318    01 Jan 2026 04:47:42.303      8.9855367201    Earth           Penumbra    4             2109.5539758
01 Jan 2026 05:48:13.240    01 Jan 2026 05:48:22.146      8.9058672544    Earth           Penumbra    5             2109.5709574
01 Jan 2026 05:48:22.146    01 Jan 2026 06:23:13.826      2091.6797851    Earth           Umbra       5             2109.5709574
01 Jan 2026 06:23:13.826    01 Jan 2026 06:23:22.811      8.9853050653    Earth           Penumbra    5             2109.5709574
01 Jan 2026 07:23:53.814    01 Jan 2026 07:24:02.720      8.9053989155    Earth           Penumbra    6             2109.5715612
01 Jan 2026 07:24:02.720    01 Jan 2026 07:58:54.401      2091.6813617    Earth           Umbra       6             2109.5715612
01 Jan 2026 07:58:54.401    01 Jan 2026 07:59:03.386      8.9848005795    Earth           Penumbra    6             2109.5715612
01 Jan 2026 08:59:34.420    01 Jan 2026 08:59:43.325      8.9046417153    Earth           Penumbra    7             2109.5664714
01 Jan 2026 08:59:43.325    01 Jan 2026 09:34:35.003      2091.6777938    Earth           Umbra       7             2109.5664714
01 Jan 2026 09:34:35.003    01 Jan 2026 09:34:43.987      8.9840358356    Earth           Penumbra    7             2109.5664714
01 Jan 2026 10:35:14.959    01 Jan 2026 10:35:23.863      8.9038445964    Earth           Penumbra    8             2109.5757825
01 Jan 2026 10:35:23.863    01 Jan 2026 11:10:15.552      2091.6885892    Earth           Umbra       8             2109.5757825
01 Jan 2026 11:10:15.552    01 Jan 2026 11:10:24.535      8.9833487291    Earth           Penumbra    8             2109.5757825
01 Jan 2026 12:10:55.412    01 Jan 2026 12:11:04.315      8.9033401106    Earth           Penumbra    9             2109.6077540
01 Jan 2026 12:11:04.315    01 Jan 2026 12:45:56.036      2091.7214097    Earth           Umbra       9             2109.6077540
01 Jan 2026 12:45:56.036    01 Jan 2026 12:46:05.019      8.9830042329    Earth           Penumbra    9             2109.6077540
01 Jan 2026 13:46:35.842    01 Jan 2026 13:46:44.745      8.9031873504    Earth           Penumbra    10            2109.6506690
01 Jan 2026 13:46:44.745    01 Jan 2026 14:21:36.510      2091.7646179    Earth           Umbra       10            2109.6506690
01 Jan 2026 14:21:36.510    01 Jan 2026 14:21:45.493      8.9828637312    Earth           Penumbra    10            2109.6506690
01 Jan 2026 15:22:16.304    01 Jan 2026 15:22:25.207      8.9031691197    Earth           Penumbra    11            2109.6841429
01 Jan 2026 15:22:25.207    01 Jan 2026 15:57:17.005      2091.7982993    Earth           Umbra       11            2109.6841429
01 Jan 2026 15:57:17.005    01 Jan 2026 15:57:25.988      8.9826745098    Earth           Penumbra    11            2109.6841429
01 Jan 2026 16:57:56.807    01 Jan 2026 16:58:05.710      8.9030603645    Earth           Penumbra    12            2109.7009450
01 Jan 2026 16:58:05.710    01 Jan 2026 17:32:57.525      2091.8154254    Earth           Umbra       12            2109.7009450
01 Jan 2026 17:32:57.525    01 Jan 2026 17:33:06.507      8.9824591996    Earth           Penumbra    12            2109.7009450
01 Jan 2026 18:33:37.355    01 Jan 2026 18:33:46.258      8.9027963346    Earth           Penumbra    13            2109.7152551
01 Jan 2026 18:33:46.258    01 Jan 2026 19:08:38.088      2091.8301246    Earth           Umbra       13            2109.7152551
01 Jan 2026 19:08:38.088    01 Jan 2026 19:08:47.071      8.9823340997    Earth           Penumbra    13            2109.7152551
01 Jan 2026 20:09:17.940    01 Jan 2026 20:09:26.842      8.9024006040    Earth           Penumbra    14            2109.7423034
01 Jan 2026 20:09:26.842    01 Jan 2026 20:44:18.700      2091.8577425    Earth           Umbra       14            2109.7423034
01 Jan 2026 20:44:18.700    01 Jan 2026 20:44:27.682      8.9821602800    Earth           Penumbra    14            2109.7423034
01 Jan 2026 21:44:58.515    01 Jan 2026 21:45:07.417      8.9019332081    Earth           Penumbra    15            2109.7754404
01 Jan 2026 21:45:07.417    01 Jan 2026 22:19:59.309      2091.8917998    Earth           Umbra       15            2109.7754404
01 Jan 2026 22:19:59.309    01 Jan 2026 22:20:08.291      8.9817073429    Earth           Penumbra    15            2109.7754404
01 Jan 2026 23:20:39.042    01 Jan 2026 23:20:47.944      8.9014680125    Earth           Penumbra    16            2109.7968058
01 Jan 2026 23:20:47.944    01 Jan 2026 23:55:39.858      2091.9143071    Earth           Umbra       16            2109.7968058
01 Jan 2026 23:55:39.858    01 Jan 2026 23:55:48.839      8.9810306090    Earth           Penumbra    16            2109.7968058

Number of individual events : 47
Number of total events      : 16
Maximum duration (s)        :   2109.7968058
Maximum duration at the 16th eclipse.


