Spacecraft: ASC_80_14

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jan 2026 00:00:00.000    01 Jan 2026 00:06:08.790      368.79003597    Earth           Umbra       1             390.66052185
01 Jan 2026 00:06:08.790    01 Jan 2026 00:06:30.661      21.870485879    Earth           Penumbra    1             390.66052185
01 Jan 2026 01:18:52.822    01 Jan 2026 01:19:14.397      21.574624919    Earth           Penumbra    2             1398.1661939
01 Jan 2026 01:19:14.397    01 Jan 2026 01:41:49.116      1354.7193996    Earth           Umbra       2             1398.1661939
01 Jan 2026 01:41:49.116    01 Jan 2026 01:42:10.988      21.872169385    Earth           Penumbra    2             1398.1661939
01 Jan 2026 02:54:33.106    01 Jan 2026 02:54:54.679      21.572841459    Earth           Penumbra    3             1398.2316796
01 Jan 2026 02:54:54.679    01 Jan 2026 03:17:29.468      1354.7889337    Earth           Umbra       3             1398.2316796
01 Jan 2026 03:17:29.468    01 Jan 2026 03:17:51.338      21.869904385    Earth           Penumbra    3             1398.2316796
01 Jan 2026 04:30:13.355    01 Jan 2026 04:30:34.926      21.571211703    Earth           Penumbra    4             1398.2349812
01 Jan 2026 04:30:34.926    01 Jan 2026 04:53:09.722      1354.7954657    Earth           Umbra       4             1398.2349812
01 Jan 2026 04:53:09.722    01 Jan 2026 04:53:31.590      21.868303861    Earth           Penumbra    4             1398.2349812
01 Jan 2026 06:05:53.613    01 Jan 2026 06:06:15.185      21.572443214    Earth           Penumbra    5             1398.1186443
01 Jan 2026 06:06:15.185    01 Jan 2026 06:28:49.861      1354.6759868    Earth           Umbra       5             1398.1186443
01 Jan 2026 06:28:49.861    01 Jan 2026 06:29:11.732      21.870214306    Earth           Penumbra    5             1398.1186443
01 Jan 2026 07:41:33.892    01 Jan 2026 07:41:55.468      21.576542594    Earth           Penumbra    6             1397.9250214
01 Jan 2026 07:41:55.468    01 Jan 2026 08:04:29.942      1354.4732998    Earth           Umbra       6             1397.9250214
01 Jan 2026 08:04:29.942    01 Jan 2026 08:04:51.817      21.875179012    Earth           Penumbra    6             1397.9250214
01 Jan 2026 09:17:14.216    01 Jan 2026 09:17:35.798      21.582313220    Earth           Penumbra    7             1397.6897267
01 Jan 2026 09:17:35.798    01 Jan 2026 09:40:10.024      1354.2258952    Earth           Umbra       7             1397.6897267
01 Jan 2026 09:40:10.024    01 Jan 2026 09:40:31.906      21.881518245    Earth           Penumbra    7             1397.6897267
01 Jan 2026 10:52:54.602    01 Jan 2026 10:53:16.189      21.587459603    Earth           Penumbra    8             1397.4638434
01 Jan 2026 10:53:16.189    01 Jan 2026 11:15:50.179      1353.9894922    Earth           Umbra       8             1397.4638434
01 Jan 2026 11:15:50.179    01 Jan 2026 11:16:12.066      21.886891569    Earth           Penumbra    8             1397.4638434
01 Jan 2026 12:28:34.984    01 Jan 2026 12:28:56.574      21.589595731    Earth           Penumbra    9             1397.3309046
01 Jan 2026 12:28:56.574    01 Jan 2026 12:51:30.426      1353.8520423    Earth           Umbra       9             1397.3309046
01 Jan 2026 12:51:30.426    01 Jan 2026 12:51:52.315      21.889266581    Earth           Penumbra    9             1397.3309046
01 Jan 2026 14:04:15.273    01 Jan 2026 14:04:36.863      21.589379478    Earth           Penumbra    10            1397.2974146
01 Jan 2026 14:04:36.863    01 Jan 2026 14:27:10.681      1353.8183757    Earth           Umbra       10            1397.2974146
01 Jan 2026 14:27:10.681    01 Jan 2026 14:27:32.571      21.889659483    Earth           Penumbra    10            1397.2974146
01 Jan 2026 15:39:55.484    01 Jan 2026 15:40:17.074      21.590092673    Earth           Penumbra    11            1397.2675510
01 Jan 2026 15:40:17.074    01 Jan 2026 16:02:50.860      1353.7862737    Earth           Umbra       11            1397.2675510
01 Jan 2026 16:02:50.860    01 Jan 2026 16:03:12.751      21.891184570    Earth           Penumbra    11            1397.2675510
01 Jan 2026 17:15:35.715    01 Jan 2026 17:15:57.308      21.593065211    Earth           Penumbra    12            1397.1753630
01 Jan 2026 17:15:57.308    01 Jan 2026 17:38:30.996      1353.6876548    Earth           Umbra       12            1397.1753630
01 Jan 2026 17:38:30.996    01 Jan 2026 17:38:52.890      21.894643048    Earth           Penumbra    12            1397.1753630
01 Jan 2026 18:51:16.019    01 Jan 2026 18:51:37.616      21.596964682    Earth           Penumbra    13            1397.0244652
01 Jan 2026 18:51:37.616    01 Jan 2026 19:14:11.145      1353.5288637    Earth           Umbra       13            1397.0244652
01 Jan 2026 19:14:11.145    01 Jan 2026 19:14:33.044      21.898636816    Earth           Penumbra    13            1397.0244652
01 Jan 2026 20:26:56.384    01 Jan 2026 20:27:17.986      21.601693961    Earth           Penumbra    14            1396.8019904
01 Jan 2026 20:27:17.986    01 Jan 2026 20:49:51.283      1353.2966855    Earth           Umbra       14            1396.8019904
01 Jan 2026 20:49:51.283    01 Jan 2026 20:50:13.186      21.903610951    Earth           Penumbra    14            1396.8019904
01 Jan 2026 22:02:36.794    01 Jan 2026 22:02:58.403      21.608267364    Earth           Penumbra    15            1396.5114286
01 Jan 2026 22:02:58.403    01 Jan 2026 22:25:31.395      1352.9923360    Earth           Umbra       15            1396.5114286
01 Jan 2026 22:25:31.395    01 Jan 2026 22:25:53.306      21.910825255    Earth           Penumbra    15            1396.5114286
01 Jan 2026 23:38:17.220    01 Jan 2026 23:38:38.835      21.614803048    Earth           Penumbra    16            1302.7796752
01 Jan 2026 23:38:38.835    02 Jan 2026 00:00:00.000      1281.1648721    Earth           Umbra       16            1302.7796752

Number of individual events : 46
Number of total events      : 16
Maximum duration (s)        :   1398.2349812
Maximum duration at the 4th eclipse.


