Spacecraft: ASC_80_13

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jan 2026 00:06:55.234    01 Jan 2026 00:07:16.767      21.533308004    Earth           Penumbra    1             1412.3917592
01 Jan 2026 00:07:16.767    01 Jan 2026 00:30:05.785      1369.0180044    Earth           Umbra       1             1412.3917592
01 Jan 2026 00:30:05.785    01 Jan 2026 00:30:27.625      21.840446815    Earth           Penumbra    1             1412.3917592
01 Jan 2026 01:42:12.512    01 Jan 2026 01:42:34.046      21.534611809    Earth           Penumbra    2             1412.3813982
01 Jan 2026 01:42:34.046    01 Jan 2026 02:05:23.052      1369.0056380    Earth           Umbra       2             1412.3813982
01 Jan 2026 02:05:23.052    01 Jan 2026 02:05:44.893      21.841148380    Earth           Penumbra    2             1412.3813982
01 Jan 2026 03:17:29.715    01 Jan 2026 03:17:51.248      21.532983310    Earth           Penumbra    3             1412.4326873
01 Jan 2026 03:17:51.248    01 Jan 2026 03:40:40.309      1369.0608171    Earth           Umbra       3             1412.4326873
01 Jan 2026 03:40:40.309    01 Jan 2026 03:41:02.148      21.838886838    Earth           Penumbra    3             1412.4326873
01 Jan 2026 04:52:46.897    01 Jan 2026 04:53:08.429      21.532391442    Earth           Penumbra    4             1412.3938413
01 Jan 2026 04:53:08.429    01 Jan 2026 05:15:57.453      1369.0231668    Earth           Umbra       4             1412.3938413
01 Jan 2026 05:15:57.453    01 Jan 2026 05:16:19.291      21.838283027    Earth           Penumbra    4             1412.3938413
01 Jan 2026 06:28:04.093    01 Jan 2026 06:28:25.627      21.534826804    Earth           Penumbra    5             1412.2416648
01 Jan 2026 06:28:25.627    01 Jan 2026 06:51:14.493      1368.8655535    Earth           Umbra       5             1412.2416648
01 Jan 2026 06:51:14.493    01 Jan 2026 06:51:36.334      21.841284481    Earth           Penumbra    5             1412.2416648
01 Jan 2026 08:03:21.312    01 Jan 2026 08:03:42.852      21.539908752    Earth           Penumbra    6             1412.0234223
01 Jan 2026 08:03:42.852    01 Jan 2026 08:26:31.488      1368.6365308    Earth           Umbra       6             1412.0234223
01 Jan 2026 08:26:31.488    01 Jan 2026 08:26:53.335      21.846982813    Earth           Penumbra    6             1412.0234223
01 Jan 2026 09:38:38.583    01 Jan 2026 09:39:00.129      21.546226298    Earth           Penumbra    7             1411.7718037
01 Jan 2026 09:39:00.129    01 Jan 2026 10:01:48.501      1368.3720076    Earth           Umbra       7             1411.7718037
01 Jan 2026 10:01:48.501    01 Jan 2026 10:02:10.355      21.853569732    Earth           Penumbra    7             1411.7718037
01 Jan 2026 11:13:55.910    01 Jan 2026 11:14:17.461      21.551290958    Earth           Penumbra    8             1411.5482498
01 Jan 2026 11:14:17.461    01 Jan 2026 11:37:05.599      1368.1383609    Earth           Umbra       8             1411.5482498
01 Jan 2026 11:37:05.599    01 Jan 2026 11:37:27.458      21.858597931    Earth           Penumbra    8             1411.5482498
01 Jan 2026 12:49:13.210    01 Jan 2026 12:49:34.763      21.553165885    Earth           Penumbra    9             1411.4293464
01 Jan 2026 12:49:34.763    01 Jan 2026 13:12:22.779      1368.0156367    Earth           Umbra       9             1411.4293464
01 Jan 2026 13:12:22.779    01 Jan 2026 13:12:44.639      21.860543895    Earth           Penumbra    9             1411.4293464
01 Jan 2026 14:24:30.408    01 Jan 2026 14:24:51.962      21.553341276    Earth           Penumbra    10            1411.3938526
01 Jan 2026 14:24:51.962    01 Jan 2026 14:47:39.941      1367.9793291    Earth           Umbra       10            1411.3938526
01 Jan 2026 14:47:39.941    01 Jan 2026 14:48:01.802      21.861182281    Earth           Penumbra    10            1411.3938526
01 Jan 2026 15:59:47.547    01 Jan 2026 16:00:09.102      21.555030439    Earth           Penumbra    11            1411.3408851
01 Jan 2026 16:00:09.102    01 Jan 2026 16:22:57.024      1367.9224162    Earth           Umbra       11            1411.3408851
01 Jan 2026 16:22:57.024    01 Jan 2026 16:23:18.887      21.863438480    Earth           Penumbra    11            1411.3408851
01 Jan 2026 17:35:04.724    01 Jan 2026 17:35:26.283      21.558785951    Earth           Penumbra    12            1411.2236828
01 Jan 2026 17:35:26.283    01 Jan 2026 17:58:14.080      1367.7975316    Earth           Umbra       12            1411.2236828
01 Jan 2026 17:58:14.080    01 Jan 2026 17:58:35.948      21.867365297    Earth           Penumbra    12            1411.2236828
01 Jan 2026 19:10:21.976    01 Jan 2026 19:10:43.539      21.563207824    Earth           Penumbra    13            1411.0491986
01 Jan 2026 19:10:43.539    01 Jan 2026 19:33:31.154      1367.6143394    Earth           Umbra       13            1411.0491986
01 Jan 2026 19:33:31.154    01 Jan 2026 19:33:53.025      21.871651383    Earth           Penumbra    13            1411.0491986
01 Jan 2026 20:45:39.284    01 Jan 2026 20:46:00.853      21.568661928    Earth           Penumbra    14            1410.7988549
01 Jan 2026 20:46:00.853    01 Jan 2026 21:08:48.206      1367.3529602    Earth           Umbra       14            1410.7988549
01 Jan 2026 21:08:48.206    01 Jan 2026 21:09:10.083      21.877232788    Earth           Penumbra    14            1410.7988549
01 Jan 2026 22:20:56.634    01 Jan 2026 22:21:18.210      21.575896663    Earth           Penumbra    15            1410.4942416
01 Jan 2026 22:21:18.210    01 Jan 2026 22:44:05.243      1367.0334198    Earth           Umbra       15            1410.4942416
01 Jan 2026 22:44:05.243    01 Jan 2026 22:44:27.128      21.884925175    Earth           Penumbra    15            1410.4942416
01 Jan 2026 23:56:13.989    01 Jan 2026 23:56:35.571      21.582381427    Earth           Penumbra    16            226.01114869
01 Jan 2026 23:56:35.571    02 Jan 2026 00:00:00.000      204.42876726    Earth           Umbra       16            226.01114869

Number of individual events : 47
Number of total events      : 16
Maximum duration (s)        :   1412.4326873
Maximum duration at the 3rd eclipse.


