Spacecraft: ASC_80_15

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jan 2026 00:54:28.512    01 Jan 2026 00:54:49.968      21.456288581    Earth           Penumbra    1             1414.0503111
01 Jan 2026 00:54:49.968    01 Jan 2026 01:17:40.772      1370.8042144    Earth           Umbra       1             1414.0503111
01 Jan 2026 01:17:40.772    01 Jan 2026 01:18:02.562      21.789808071    Earth           Penumbra    1             1414.0503111
01 Jan 2026 02:29:45.634    01 Jan 2026 02:30:07.090      21.456320956    Earth           Penumbra    2             1414.0761521
01 Jan 2026 02:30:07.090    01 Jan 2026 02:52:57.921      1370.8306834    Earth           Umbra       2             1414.0761521
01 Jan 2026 02:52:57.921    01 Jan 2026 02:53:19.710      21.789147682    Earth           Penumbra    2             1414.0761521
01 Jan 2026 04:05:02.705    01 Jan 2026 04:05:24.160      21.455413825    Earth           Penumbra    3             1414.0773940
01 Jan 2026 04:05:24.160    01 Jan 2026 04:28:14.994      1370.8340709    Earth           Umbra       3             1414.0773940
01 Jan 2026 04:28:14.994    01 Jan 2026 04:28:36.782      21.787909255    Earth           Penumbra    3             1414.0773940
01 Jan 2026 05:40:19.777    01 Jan 2026 05:40:41.234      21.456903394    Earth           Penumbra    4             1413.9602096
01 Jan 2026 05:40:41.234    01 Jan 2026 06:03:31.948      1370.7135403    Earth           Umbra       4             1413.9602096
01 Jan 2026 06:03:31.948    01 Jan 2026 06:03:53.737      21.789765952    Earth           Penumbra    4             1413.9602096
01 Jan 2026 07:15:36.867    01 Jan 2026 07:15:58.329      21.461393160    Earth           Penumbra    5             1413.7536279
01 Jan 2026 07:15:58.329    01 Jan 2026 07:38:48.826      1370.4972784    Earth           Umbra       5             1413.7536279
01 Jan 2026 07:38:48.826    01 Jan 2026 07:39:10.621      21.794956340    Earth           Penumbra    5             1413.7536279
01 Jan 2026 08:50:53.993    01 Jan 2026 08:51:15.461      21.467928845    Earth           Penumbra    6             1413.4987041
01 Jan 2026 08:51:15.461    01 Jan 2026 09:14:05.690      1370.2287791    Earth           Umbra       6             1413.4987041
01 Jan 2026 09:14:05.690    01 Jan 2026 09:14:27.492      21.801996196    Earth           Penumbra    6             1413.4987041
01 Jan 2026 10:26:11.182    01 Jan 2026 10:26:32.657      21.474573598    Earth           Penumbra    7             1413.2344592
01 Jan 2026 10:26:32.657    01 Jan 2026 10:49:22.608      1369.9511242    Earth           Umbra       7             1413.2344592
01 Jan 2026 10:49:22.608    01 Jan 2026 10:49:44.416      21.808761335    Earth           Penumbra    7             1413.2344592
01 Jan 2026 12:01:28.394    01 Jan 2026 12:01:49.873      21.478728927    Earth           Penumbra    8             1413.0414124
01 Jan 2026 12:01:49.873    01 Jan 2026 12:24:39.622      1369.7497637    Earth           Umbra       8             1413.0414124
01 Jan 2026 12:24:39.622    01 Jan 2026 12:25:01.435      21.812919807    Earth           Penumbra    8             1413.0414124
01 Jan 2026 13:36:45.531    01 Jan 2026 13:37:07.011      21.479990298    Earth           Penumbra    9             1412.9583423
01 Jan 2026 13:37:07.011    01 Jan 2026 13:59:56.675      1369.6638675    Earth           Umbra       9             1412.9583423
01 Jan 2026 13:59:56.675    01 Jan 2026 14:00:18.490      21.814484498    Earth           Penumbra    9             1412.9583423
01 Jan 2026 15:12:02.573    01 Jan 2026 15:12:24.054      21.481256385    Earth           Penumbra    10            1412.9094421
01 Jan 2026 15:12:24.054    01 Jan 2026 15:35:13.666      1369.6118184    Earth           Umbra       10            1412.9094421
01 Jan 2026 15:35:13.666    01 Jan 2026 15:35:35.482      21.816367283    Earth           Penumbra    10            1412.9094421
01 Jan 2026 16:47:19.607    01 Jan 2026 16:47:41.091      21.484756353    Earth           Penumbra    11            1412.8082014
01 Jan 2026 16:47:41.091    01 Jan 2026 17:10:30.594      1369.5031424    Earth           Umbra       11            1412.8082014
01 Jan 2026 17:10:30.594    01 Jan 2026 17:10:52.415      21.820302587    Earth           Penumbra    11            1412.8082014
01 Jan 2026 18:22:36.708    01 Jan 2026 18:22:58.197      21.489591559    Earth           Penumbra    12            1412.6457205
01 Jan 2026 18:22:58.197    01 Jan 2026 18:45:47.528      1369.3310119    Earth           Umbra       12            1412.6457205
01 Jan 2026 18:45:47.528    01 Jan 2026 18:46:09.354      21.825117047    Earth           Penumbra    12            1412.6457205
01 Jan 2026 19:57:53.876    01 Jan 2026 19:58:15.371      21.494971483    Earth           Penumbra    13            1412.4195722
01 Jan 2026 19:58:15.371    01 Jan 2026 20:21:04.465      1369.0941387    Earth           Umbra       13            1412.4195722
01 Jan 2026 20:21:04.465    01 Jan 2026 20:21:26.296      21.830462082    Earth           Penumbra    13            1412.4195722
01 Jan 2026 21:33:11.092    01 Jan 2026 21:33:32.594      21.502000024    Earth           Penumbra    14            1412.1151812
01 Jan 2026 21:33:32.594    01 Jan 2026 21:56:21.370      1368.7753087    Earth           Umbra       14            1412.1151812
01 Jan 2026 21:56:21.370    01 Jan 2026 21:56:43.208      21.837872523    Earth           Penumbra    14            1412.1151812
01 Jan 2026 23:08:28.338    01 Jan 2026 23:08:49.848      21.509985044    Earth           Penumbra    15            1411.8139931
01 Jan 2026 23:08:49.848    01 Jan 2026 23:31:38.305      1368.4577256    Earth           Umbra       15            1411.8139931
01 Jan 2026 23:31:38.305    01 Jan 2026 23:32:00.152      21.846282505    Earth           Penumbra    15            1411.8139931

Number of individual events : 45
Number of total events      : 15
Maximum duration (s)        :   1414.0773940
Maximum duration at the 3rd eclipse.


