Spacecraft: ASC_80_18

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jan 2026 00:00:00.000    01 Jan 2026 00:31:09.903      1869.9028768    Earth           Umbra       1             1880.5529089
01 Jan 2026 00:31:09.903    01 Jan 2026 00:31:20.553      10.650032130    Earth           Penumbra    1             1880.5529089
01 Jan 2026 01:33:59.546    01 Jan 2026 01:34:10.345      10.799250857    Earth           Penumbra    2             1981.5918452
01 Jan 2026 01:34:10.345    01 Jan 2026 02:06:50.486      1960.1409718    Earth           Umbra       2             1981.5918452
01 Jan 2026 02:06:50.486    01 Jan 2026 02:07:01.138      10.651622596    Earth           Penumbra    2             1981.5918452
01 Jan 2026 03:09:40.343    01 Jan 2026 03:09:51.144      10.801222909    Earth           Penumbra    3             1981.4840053
01 Jan 2026 03:09:51.144    01 Jan 2026 03:42:31.173      1960.0292836    Earth           Umbra       3             1981.4840053
01 Jan 2026 03:42:31.173    01 Jan 2026 03:42:41.827      10.653498780    Earth           Penumbra    3             1981.4840053
01 Jan 2026 04:45:21.143    01 Jan 2026 04:45:31.946      10.802929045    Earth           Penumbra    4             1981.3977134
01 Jan 2026 04:45:31.946    01 Jan 2026 05:18:11.885      1959.9397979    Earth           Umbra       4             1981.3977134
01 Jan 2026 05:18:11.885    01 Jan 2026 05:18:22.540      10.654986463    Earth           Penumbra    4             1981.3977134
01 Jan 2026 06:21:01.827    01 Jan 2026 06:21:12.631      10.803815746    Earth           Penumbra    5             1981.3204944
01 Jan 2026 06:21:12.631    01 Jan 2026 06:53:52.492      1959.8608115    Earth           Umbra       5             1981.3204944
01 Jan 2026 06:53:52.492    01 Jan 2026 06:54:03.148      10.655867192    Earth           Penumbra    5             1981.3204944
01 Jan 2026 07:56:42.403    01 Jan 2026 07:56:53.208      10.804340662    Earth           Penumbra    6             1981.2330389
01 Jan 2026 07:56:53.208    01 Jan 2026 08:29:32.980      1959.7720424    Earth           Umbra       6             1981.2330389
01 Jan 2026 08:29:32.980    01 Jan 2026 08:29:43.637      10.656655824    Earth           Penumbra    6             1981.2330389
01 Jan 2026 09:32:22.975    01 Jan 2026 09:32:33.780      10.805301857    Earth           Penumbra    7             1981.1379906
01 Jan 2026 09:32:33.780    01 Jan 2026 10:05:13.455      1959.6747904    Earth           Umbra       7             1981.1379906
01 Jan 2026 10:05:13.455    01 Jan 2026 10:05:24.113      10.657898337    Earth           Penumbra    7             1981.1379906
01 Jan 2026 11:08:03.605    01 Jan 2026 11:08:14.411      10.806932556    Earth           Penumbra    8             1981.0506693
01 Jan 2026 11:08:14.411    01 Jan 2026 11:40:53.996      1959.5841537    Earth           Umbra       8             1981.0506693
01 Jan 2026 11:40:53.996    01 Jan 2026 11:41:04.655      10.659583099    Earth           Penumbra    8             1981.0506693
01 Jan 2026 12:43:44.282    01 Jan 2026 12:43:55.091      10.808863118    Earth           Penumbra    9             1980.9655149
01 Jan 2026 12:43:55.091    01 Jan 2026 13:16:34.586      1959.4953085    Earth           Umbra       9             1980.9655149
01 Jan 2026 13:16:34.586    01 Jan 2026 13:16:45.248      10.661343299    Earth           Penumbra    9             1980.9655149
01 Jan 2026 14:19:24.992    01 Jan 2026 14:19:35.802      10.810614203    Earth           Penumbra    10            1980.8647328
01 Jan 2026 14:19:35.802    01 Jan 2026 14:52:15.193      1959.3911607    Earth           Umbra       10            1980.8647328
01 Jan 2026 14:52:15.193    01 Jan 2026 14:52:25.856      10.662957968    Earth           Penumbra    10            1980.8647328
01 Jan 2026 15:55:05.717    01 Jan 2026 15:55:16.529      10.812032106    Earth           Penumbra    11            1980.7569932
01 Jan 2026 15:55:16.529    01 Jan 2026 16:27:55.809      1959.2804444    Earth           Umbra       11            1980.7569932
01 Jan 2026 16:27:55.809    01 Jan 2026 16:28:06.474      10.664516687    Earth           Penumbra    11            1980.7569932
01 Jan 2026 17:30:46.423    01 Jan 2026 17:30:57.236      10.813433351    Earth           Penumbra    12            1980.6708311
01 Jan 2026 17:30:57.236    01 Jan 2026 18:03:36.428      1959.1911979    Earth           Umbra       12            1980.6708311
01 Jan 2026 18:03:36.428    01 Jan 2026 18:03:47.094      10.666199878    Earth           Penumbra    12            1980.6708311
01 Jan 2026 19:06:27.092    01 Jan 2026 19:06:37.908      10.815172805    Earth           Penumbra    13            1980.6095171
01 Jan 2026 19:06:37.908    01 Jan 2026 19:39:17.034      1959.1263864    Earth           Umbra       13            1980.6095171
01 Jan 2026 19:39:17.034    01 Jan 2026 19:39:27.702      10.667957878    Earth           Penumbra    13            1980.6095171
01 Jan 2026 20:42:07.740    01 Jan 2026 20:42:18.557      10.817022587    Earth           Penumbra    14            1980.5445226
01 Jan 2026 20:42:18.557    01 Jan 2026 21:14:57.615      1959.0580322    Earth           Umbra       14            1980.5445226
01 Jan 2026 21:14:57.615    01 Jan 2026 21:15:08.285      10.669467878    Earth           Penumbra    14            1980.5445226
01 Jan 2026 22:17:48.379    01 Jan 2026 22:17:59.197      10.818439547    Earth           Penumbra    15            1980.4530554
01 Jan 2026 22:17:59.197    01 Jan 2026 22:50:38.161      1958.9640306    Earth           Umbra       15            1980.4530554
01 Jan 2026 22:50:38.161    01 Jan 2026 22:50:48.832      10.670585290    Earth           Penumbra    15            1980.4530554
01 Jan 2026 23:53:29.026    01 Jan 2026 23:53:39.845      10.819512955    Earth           Penumbra    16            390.97429505
01 Jan 2026 23:53:39.845    02 Jan 2026 00:00:00.000      380.15478209    Earth           Umbra       16            390.97429505

Number of individual events : 46
Number of total events      : 16
Maximum duration (s)        :   1981.5918452
Maximum duration at the 2nd eclipse.


