Spacecraft: ASC_80_05

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jan 2026 00:00:00.000    01 Jan 2026 00:21:53.799      1313.7992418    Earth           Umbra       1             1326.0326379
01 Jan 2026 00:21:53.799    01 Jan 2026 00:22:06.033      12.233396166    Earth           Penumbra    1             1326.0326379
01 Jan 2026 01:25:53.507    01 Jan 2026 01:26:05.578      12.070707511    Earth           Penumbra    2             1889.7206210
01 Jan 2026 01:26:05.578    01 Jan 2026 01:57:10.992      1865.4141656    Earth           Umbra       2             1889.7206210
01 Jan 2026 01:57:10.992    01 Jan 2026 01:57:23.228      12.235747918    Earth           Penumbra    2             1889.7206210
01 Jan 2026 03:01:10.915    01 Jan 2026 03:01:22.988      12.072557607    Earth           Penumbra    3             1889.5926856
01 Jan 2026 03:01:22.988    01 Jan 2026 03:32:28.270      1865.2826755    Earth           Umbra       3             1889.5926856
01 Jan 2026 03:32:28.270    01 Jan 2026 03:32:40.508      12.237452483    Earth           Penumbra    3             1889.5926856
01 Jan 2026 04:36:28.355    01 Jan 2026 04:36:40.429      12.073926162    Earth           Penumbra    4             1889.4651777
01 Jan 2026 04:36:40.429    01 Jan 2026 05:07:45.582      1865.1525015    Earth           Umbra       4             1889.4651777
01 Jan 2026 05:07:45.582    01 Jan 2026 05:07:57.821      12.238750001    Earth           Penumbra    4             1889.4651777
01 Jan 2026 06:11:45.742    01 Jan 2026 06:11:57.817      12.075546174    Earth           Penumbra    5             1889.3191729
01 Jan 2026 06:11:57.817    01 Jan 2026 06:43:02.820      1865.0031548    Earth           Umbra       5             1889.3191729
01 Jan 2026 06:43:02.820    01 Jan 2026 06:43:15.061      12.240471854    Earth           Penumbra    5             1889.3191729
01 Jan 2026 07:47:03.048    01 Jan 2026 07:47:15.126      12.077995366    Earth           Penumbra    6             1889.1557748
01 Jan 2026 07:47:15.126    01 Jan 2026 08:18:19.961      1864.8346610    Earth           Umbra       6             1889.1557748
01 Jan 2026 08:18:19.961    01 Jan 2026 08:18:32.204      12.243118440    Earth           Penumbra    6             1889.1557748
01 Jan 2026 09:22:20.332    01 Jan 2026 09:22:32.414      12.081102747    Earth           Penumbra    7             1888.9999066
01 Jan 2026 09:22:32.414    01 Jan 2026 09:53:37.086      1864.6725422    Earth           Umbra       7             1888.9999066
01 Jan 2026 09:53:37.086    01 Jan 2026 09:53:49.332      12.246261653    Earth           Penumbra    7             1888.9999066
01 Jan 2026 10:57:37.646    01 Jan 2026 10:57:49.730      12.084251619    Earth           Penumbra    8             1888.8686429
01 Jan 2026 10:57:49.730    01 Jan 2026 11:28:54.265      1864.5352579    Earth           Umbra       8             1888.8686429
01 Jan 2026 11:28:54.265    01 Jan 2026 11:29:06.514      12.249133294    Earth           Penumbra    8             1888.8686429
01 Jan 2026 12:32:55.006    01 Jan 2026 12:33:07.093      12.087053480    Earth           Penumbra    9             1888.7414351
01 Jan 2026 12:33:07.093    01 Jan 2026 13:04:11.495      1864.4027784    Earth           Umbra       9             1888.7414351
01 Jan 2026 13:04:11.495    01 Jan 2026 13:04:23.747      12.251603231    Earth           Penumbra    9             1888.7414351
