Spacecraft: ASC_074_21

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
03 Jul 2026 00:00:00.000    03 Jul 2026 00:18:48.350      1128.3501656    Earth           Umbra       1             1138.0647563
03 Jul 2026 00:18:48.350    03 Jul 2026 00:18:58.065      9.7145906766    Earth           Penumbra    1             1138.0647563
03 Jul 2026 01:20:11.625    03 Jul 2026 01:20:21.304      9.6783777117    Earth           Penumbra    2             2040.6273154
03 Jul 2026 01:20:21.304    03 Jul 2026 01:54:02.571      2021.2669135    Earth           Umbra       2             2040.6273154
03 Jul 2026 01:54:02.571    03 Jul 2026 01:54:12.253      9.6820241539    Earth           Penumbra    2             2040.6273154
03 Jul 2026 02:55:23.350    03 Jul 2026 02:55:32.995      9.6457577543    Earth           Penumbra    3             2043.0443009
03 Jul 2026 02:55:32.995    03 Jul 2026 03:29:16.744      2023.7482472    Earth           Umbra       3             2043.0443009
03 Jul 2026 03:29:16.744    03 Jul 2026 03:29:26.394      9.6502959263    Earth           Penumbra    3             2043.0443009
03 Jul 2026 04:30:35.061    03 Jul 2026 04:30:44.674      9.6136919456    Earth           Penumbra    4             2045.4379904
03 Jul 2026 04:30:44.674    03 Jul 2026 05:04:30.880      2026.2050842    Earth           Umbra       4             2045.4379904
03 Jul 2026 05:04:30.880    03 Jul 2026 05:04:40.499      9.6192142577    Earth           Penumbra    4             2045.4379904
03 Jul 2026 06:05:46.799    03 Jul 2026 06:05:56.382      9.5821620547    Earth           Penumbra    5             2047.7938084
03 Jul 2026 06:05:56.382    03 Jul 2026 06:39:45.005      2028.6230099    Earth           Umbra       5             2047.7938084
03 Jul 2026 06:39:45.005    03 Jul 2026 06:39:54.593      9.5886364463    Earth           Penumbra    5             2047.7938084
03 Jul 2026 07:40:58.611    03 Jul 2026 07:41:08.162      9.5512865810    Earth           Penumbra    6             2050.1081670
03 Jul 2026 07:41:08.162    03 Jul 2026 08:14:59.161      2030.9983581    Earth           Umbra       6             2050.1081670
03 Jul 2026 08:14:59.161    03 Jul 2026 08:15:08.719      9.5585222589    Earth           Penumbra    6             2050.1081670
03 Jul 2026 09:16:10.497    03 Jul 2026 09:16:20.018      9.5210369211    Earth           Penumbra    7             2052.3875246
03 Jul 2026 09:16:20.018    03 Jul 2026 09:50:13.356      2033.3376003    Earth           Umbra       7             2052.3875246
03 Jul 2026 09:50:13.356    03 Jul 2026 09:50:22.884      9.5288874116    Earth           Penumbra    7             2052.3875246
03 Jul 2026 10:51:22.411    03 Jul 2026 10:51:31.903      9.4911990222    Earth           Penumbra    8             2054.6312452
03 Jul 2026 10:51:31.903    03 Jul 2026 11:25:27.543      2035.6403840    Earth           Umbra       8             2054.6312452
03 Jul 2026 11:25:27.543    03 Jul 2026 11:25:37.043      9.4996621250    Earth           Penumbra    8             2054.6312452
03 Jul 2026 12:26:34.306    03 Jul 2026 12:26:43.767      9.4616135233    Earth           Penumbra    9             2056.8308146
03 Jul 2026 12:26:43.767    03 Jul 2026 13:00:41.666      2037.8984996    Earth           Umbra       9             2056.8308146
03 Jul 2026 13:00:41.666    03 Jul 2026 13:00:51.136      9.4707014970    Earth           Penumbra    9             2056.8308146
03 Jul 2026 14:01:46.157    03 Jul 2026 14:01:55.590      9.4323162572    Earth           Penumbra    10            2058.9804936
03 Jul 2026 14:01:55.590    03 Jul 2026 14:35:55.696      2040.1061520    Earth           Umbra       10            2058.9804936
03 Jul 2026 14:35:55.696    03 Jul 2026 14:36:05.138      9.4420253299    Earth           Penumbra    10            2058.9804936
03 Jul 2026 15:36:57.980    03 Jul 2026 15:37:07.383      9.4034404960    Earth           Penumbra    11            2061.0822685
03 Jul 2026 15:37:07.383    03 Jul 2026 16:11:09.648      2042.2649656    Earth           Umbra       11            2061.0822685
03 Jul 2026 16:11:09.648    03 Jul 2026 16:11:19.062      9.4138624496    Earth           Penumbra    11            2061.0822685
03 Jul 2026 17:12:09.820    03 Jul 2026 17:12:19.195      9.3750315020    Earth           Penumbra    12            2063.1466407
03 Jul 2026 17:12:19.195    03 Jul 2026 17:46:23.581      2044.3852813    Earth           Umbra       12            2063.1466407
03 Jul 2026 17:46:23.581    03 Jul 2026 17:46:32.967      9.3863278977    Earth           Penumbra    12            2063.1466407
03 Jul 2026 18:47:21.723    03 Jul 2026 18:47:31.071      9.3470323831    Earth           Penumbra    13            2065.1873625
03 Jul 2026 18:47:31.071    03 Jul 2026 19:21:37.552      2046.4810801    Earth           Umbra       13            2065.1873625
03 Jul 2026 19:21:37.552    03 Jul 2026 19:21:46.911      9.3592500547    Earth           Penumbra    13            2065.1873625
03 Jul 2026 20:22:33.688    03 Jul 2026 20:22:43.007      9.3194211368    Earth           Penumbra    14            2067.2059928
03 Jul 2026 20:22:43.007    03 Jul 2026 20:56:51.561      2048.5540945    Earth           Umbra       14            2067.2059928
03 Jul 2026 20:56:51.561    03 Jul 2026 20:57:00.894      9.3324771035    Earth           Penumbra    14            2067.2059928
03 Jul 2026 21:57:45.671    03 Jul 2026 21:57:54.963      9.2923454940    Earth           Penumbra    15            2069.1877148
03 Jul 2026 21:57:54.963    03 Jul 2026 22:32:05.552      2050.5892050    Earth           Umbra       15            2069.1877148
