Spacecraft: ASC_074_24

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
03 Jul 2026 00:44:33.843    03 Jul 2026 00:44:43.521      9.6787787857    Earth           Penumbra    1             2037.1912790
03 Jul 2026 00:44:43.521    03 Jul 2026 01:18:21.345      2017.8233705    Earth           Umbra       1             2037.1912790
03 Jul 2026 01:18:21.345    03 Jul 2026 01:18:31.034      9.6891297027    Earth           Penumbra    1             2037.1912790
03 Jul 2026 02:19:52.524    03 Jul 2026 02:20:02.170      9.6459614346    Earth           Penumbra    2             2039.6199500
03 Jul 2026 02:20:02.170    03 Jul 2026 02:53:42.486      2020.3168429    Earth           Umbra       2             2039.6199500
03 Jul 2026 02:53:42.486    03 Jul 2026 02:53:52.144      9.6571456175    Earth           Penumbra    2             2039.6199500
03 Jul 2026 03:55:11.185    03 Jul 2026 03:55:20.799      9.6137692686    Earth           Penumbra    3             2042.0283715
03 Jul 2026 03:55:20.799    03 Jul 2026 04:29:03.587      2022.7887262    Earth           Umbra       3             2042.0283715
03 Jul 2026 04:29:03.587    03 Jul 2026 04:29:13.213      9.6258759848    Earth           Penumbra    3             2042.0283715
03 Jul 2026 05:30:29.855    03 Jul 2026 05:30:39.437      9.5820891322    Earth           Penumbra    4             2044.4041101
03 Jul 2026 05:30:39.437    03 Jul 2026 06:04:24.664      2025.2268690    Earth           Umbra       4             2044.4041101
03 Jul 2026 06:04:24.664    03 Jul 2026 06:04:34.259      9.5951520139    Earth           Penumbra    4             2044.4041101
03 Jul 2026 07:05:48.584    03 Jul 2026 07:05:58.135      9.5510206651    Earth           Penumbra    5             2046.7376662
03 Jul 2026 07:05:58.135    03 Jul 2026 07:39:45.757      2027.6217539    Earth           Umbra       5             2046.7376662
03 Jul 2026 07:39:45.757    03 Jul 2026 07:39:55.322      9.5648916671    Earth           Penumbra    5             2046.7376662
03 Jul 2026 08:41:07.394    03 Jul 2026 08:41:16.915      9.5206169877    Earth           Penumbra    6             2049.0338090
03 Jul 2026 08:41:16.915    03 Jul 2026 09:15:06.893      2029.9780876    Earth           Umbra       6             2049.0338090
03 Jul 2026 09:15:06.893    03 Jul 2026 09:15:16.428      9.5351043739    Earth           Penumbra    6             2049.0338090
03 Jul 2026 10:16:26.252    03 Jul 2026 10:16:35.743      9.4907118240    Earth           Penumbra    7             2051.2958787
03 Jul 2026 10:16:35.743    03 Jul 2026 10:50:28.042      2032.2993971    Earth           Umbra       7             2051.2958787
03 Jul 2026 10:50:28.042    03 Jul 2026 10:50:37.548      9.5057697035    Earth           Penumbra    7             2051.2958787
03 Jul 2026 11:51:45.105    03 Jul 2026 11:51:54.566      9.4610923785    Earth           Penumbra    8             2053.5171149
03 Jul 2026 11:51:54.566    03 Jul 2026 12:25:49.146      2034.5792760    Earth           Umbra       8             2053.5171149
03 Jul 2026 12:25:49.146    03 Jul 2026 12:25:58.622      9.4767465256    Earth           Penumbra    8             2053.5171149
03 Jul 2026 13:27:03.920    03 Jul 2026 13:27:13.352      9.4317275332    Earth           Penumbra    9             2046.2417614
03 Jul 2026 13:27:13.352    03 Jul 2026 14:01:10.162      2036.8100339    Earth           Umbra       9             2046.2417614
03 Jul 2026 15:02:22.697    03 Jul 2026 15:02:32.100      9.4027354731    Earth           Penumbra    10            2057.8127495
03 Jul 2026 15:02:32.100    03 Jul 2026 15:36:31.090      2038.9904030    Earth           Umbra       10            2057.8127495
03 Jul 2026 15:36:31.090    03 Jul 2026 15:36:40.510      9.4196110731    Earth           Penumbra    10            2057.8127495
03 Jul 2026 16:37:41.472    03 Jul 2026 16:37:50.846      9.3742073514    Earth           Penumbra    11            2059.8937443
03 Jul 2026 16:37:50.846    03 Jul 2026 17:11:51.974      2041.1276641    Earth           Umbra       11            2059.8937443
03 Jul 2026 17:11:51.974    03 Jul 2026 17:12:01.366      9.3918728409    Earth           Penumbra    11            2059.8937443
03 Jul 2026 18:13:09.643    03 Jul 2026 18:47:12.879      2043.2359351    Earth           Umbra       12            2052.6006122
03 Jul 2026 18:47:12.879    03 Jul 2026 18:47:22.244      9.3646771275    Earth           Penumbra    12            2052.6006122
03 Jul 2026 19:48:19.191    03 Jul 2026 19:48:28.509      9.3184002209    Earth           Penumbra    13            2063.9792878
03 Jul 2026 19:48:28.509    03 Jul 2026 20:22:33.832      2045.3230786    Earth           Umbra       13            2063.9792878
03 Jul 2026 20:22:33.832    03 Jul 2026 20:22:43.170      9.3378089368    Earth           Penumbra    13            2063.9792878
03 Jul 2026 21:23:38.119    03 Jul 2026 21:23:47.410      9.2911469867    Earth           Penumbra    14            2065.9809501
03 Jul 2026 21:23:47.410    03 Jul 2026 21:57:54.789      2047.3784918    Earth           Umbra       14            2065.9809501
03 Jul 2026 21:57:54.789    03 Jul 2026 21:58:04.100      9.3113113311    Earth           Penumbra    14            2065.9809501
03 Jul 2026 22:58:57.043    03 Jul 2026 22:59:06.308      9.2645783443    Earth           Penumbra    15            2067.9374752
03 Jul 2026 22:59:06.308    03 Jul 2026 23:33:15.695      2049.3874384    Earth           Umbra       15            2067.9374752
03 Jul 2026 23:33:15.695    03 Jul 2026 23:33:24.981      9.2854583985    Earth           Penumbra    15            2067.9374752

Number of individual events : 43
Number of total events      : 15
Maximum duration (s)        :   2067.9374752
Maximum duration at the 15th eclipse.


