Spacecraft: ASC_074_38

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
03 Jul 2026 00:22:54.261    03 Jul 2026 00:23:07.587      13.325455156    Earth           Penumbra    1             1786.1280093
03 Jul 2026 00:23:07.587    03 Jul 2026 00:52:26.987      1759.3999243    Earth           Umbra       1             1786.1280093
03 Jul 2026 00:52:26.987    03 Jul 2026 00:52:40.389      13.402629853    Earth           Penumbra    1             1786.1280093
03 Jul 2026 01:58:18.695    03 Jul 2026 01:58:32.124      13.429096655    Earth           Penumbra    2             1779.6228203
03 Jul 2026 01:58:32.124    03 Jul 2026 02:27:44.809      1752.6851552    Earth           Umbra       2             1779.6228203
03 Jul 2026 02:27:44.809    03 Jul 2026 02:27:58.318      13.508568413    Earth           Penumbra    2             1779.6228203
03 Jul 2026 03:33:43.331    03 Jul 2026 03:33:56.866      13.535401714    Earth           Penumbra    3             1772.9817601
03 Jul 2026 03:33:56.866    03 Jul 2026 04:03:02.695      1745.8291137    Earth           Umbra       3             1772.9817601
03 Jul 2026 04:03:02.695    03 Jul 2026 04:03:16.313      13.617244712    Earth           Penumbra    3             1772.9817601
03 Jul 2026 05:09:08.030    03 Jul 2026 05:09:21.675      13.644100330    Earth           Penumbra    4             1766.2340570
03 Jul 2026 05:09:21.675    03 Jul 2026 05:38:20.536      1738.8614356    Earth           Umbra       4             1766.2340570
03 Jul 2026 05:38:20.536    03 Jul 2026 05:38:34.264      13.728521077    Earth           Penumbra    4             1766.2340570
03 Jul 2026 06:44:32.687    03 Jul 2026 06:44:46.441      13.754642126    Earth           Penumbra    5             1759.4041139
03 Jul 2026 06:44:46.441    03 Jul 2026 07:13:38.249      1731.8075483    Earth           Umbra       5             1759.4041139
03 Jul 2026 07:13:38.249    03 Jul 2026 07:13:52.091      13.841923513    Earth           Penumbra    5             1759.4041139
03 Jul 2026 08:19:57.351    03 Jul 2026 08:20:11.217      13.866766216    Earth           Penumbra    6             1752.4872101
03 Jul 2026 08:20:11.217    03 Jul 2026 08:48:55.881      1724.6634319    Earth           Umbra       6             1752.4872101
03 Jul 2026 08:48:55.881    03 Jul 2026 08:49:09.838      13.957011967    Earth           Penumbra    6             1752.4872101
03 Jul 2026 09:55:22.139    03 Jul 2026 09:55:36.120      13.980780321    Earth           Penumbra    7             1745.4687005
03 Jul 2026 09:55:36.120    03 Jul 2026 10:24:13.534      1717.4140829    Earth           Umbra       7             1745.4687005
03 Jul 2026 10:24:13.534    03 Jul 2026 10:24:27.608      14.073837362    Earth           Penumbra    7             1745.4687005
03 Jul 2026 11:30:47.085    03 Jul 2026 11:31:01.182      14.097195212    Earth           Penumbra    8             1738.3369885
03 Jul 2026 11:31:01.182    03 Jul 2026 11:59:31.229      1710.0467785    Earth           Umbra       8             1738.3369885
03 Jul 2026 11:59:31.229    03 Jul 2026 11:59:45.422      14.193014824    Earth           Penumbra    8             1738.3369885
03 Jul 2026 13:06:12.148    03 Jul 2026 13:06:26.365      14.216398762    Earth           Penumbra    9             1731.0683792
03 Jul 2026 13:06:26.365    03 Jul 2026 13:34:48.902      1702.5367508    Earth           Umbra       9             1731.0683792
03 Jul 2026 13:34:48.902    03 Jul 2026 13:35:03.217      14.315229573    Earth           Penumbra    9             1731.0683792
03 Jul 2026 14:41:37.310    03 Jul 2026 14:41:51.649      14.338694920    Earth           Penumbra    10            1723.6364864
03 Jul 2026 14:41:51.649    03 Jul 2026 15:10:06.506      1694.8570902    Earth           Umbra       10            1723.6364864
03 Jul 2026 15:10:06.506    03 Jul 2026 15:10:20.947      14.440701320    Earth           Penumbra    10            1723.6364864
03 Jul 2026 16:17:02.586    03 Jul 2026 16:17:17.050      14.464241161    Earth           Penumbra    11            1716.0472969
03 Jul 2026 16:17:17.050    03 Jul 2026 16:45:24.064      1687.0137122    Earth           Umbra       11            1716.0472969
03 Jul 2026 16:45:24.064    03 Jul 2026 16:45:38.633      14.569343626    Earth           Penumbra    11            1716.0472969
03 Jul 2026 17:52:27.977    03 Jul 2026 17:52:42.570      14.593009825    Earth           Penumbra    12            1708.3314991
03 Jul 2026 17:52:42.570    03 Jul 2026 18:20:41.607      1679.0371935    Earth           Umbra       12            1708.3314991
03 Jul 2026 18:20:41.607    03 Jul 2026 18:20:56.309      14.701295737    Earth           Penumbra    12            1708.3314991
03 Jul 2026 19:27:53.454    03 Jul 2026 19:28:08.179      14.725058747    Earth           Penumbra    13            1700.4990365
03 Jul 2026 19:28:08.179    03 Jul 2026 19:55:59.116      1670.9370002    Earth           Umbra       13            1700.4990365
03 Jul 2026 19:55:59.116    03 Jul 2026 19:56:13.953      14.836977585    Earth           Penumbra    13            1700.4990365
03 Jul 2026 21:03:18.983    03 Jul 2026 21:03:33.844      14.860756311    Earth           Penumbra    14            1692.5312108
03 Jul 2026 21:03:33.844    03 Jul 2026 21:31:16.537      1662.6938396    Earth           Umbra       14            1692.5312108
03 Jul 2026 21:31:16.537    03 Jul 2026 21:31:31.514      14.976614853    Earth           Penumbra    14            1692.5312108
03 Jul 2026 22:38:44.580    03 Jul 2026 22:38:59.581      15.000490076    Earth           Penumbra    15            1684.4090316
03 Jul 2026 22:38:59.581    03 Jul 2026 23:06:33.869      1654.2884546    Earth           Umbra       15            1684.4090316
03 Jul 2026 23:06:33.869    03 Jul 2026 23:06:48.989      15.120086842    Earth           Penumbra    15            1684.4090316

Number of individual events : 45
Number of total events      : 15
Maximum duration (s)        :   1786.1280093
Maximum duration at the 1st eclipse.


