Spacecraft: ASC_074_37

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
03 Jul 2026 00:34:41.792    03 Jul 2026 00:34:55.023      13.231556991    Earth           Penumbra    1             1789.9922681
03 Jul 2026 00:34:55.023    03 Jul 2026 01:04:18.465      1763.4423841    Earth           Umbra       1             1789.9922681
03 Jul 2026 01:04:18.465    03 Jul 2026 01:04:31.784      13.318326976    Earth           Penumbra    1             1789.9922681
03 Jul 2026 02:09:59.129    03 Jul 2026 02:10:12.462      13.333686604    Earth           Penumbra    2             1783.5726366
03 Jul 2026 02:10:12.462    03 Jul 2026 02:39:29.279      1756.8161360    Earth           Umbra       2             1783.5726366
03 Jul 2026 02:39:29.279    03 Jul 2026 02:39:42.701      13.422814000    Earth           Penumbra    2             1783.5726366
03 Jul 2026 03:45:16.655    03 Jul 2026 03:45:30.094      13.438405911    Earth           Penumbra    3             1777.0219690
03 Jul 2026 03:45:30.094    03 Jul 2026 04:14:40.147      1750.0535847    Earth           Umbra       3             1777.0219690
03 Jul 2026 04:14:40.147    03 Jul 2026 04:14:53.677      13.529978413    Earth           Penumbra    3             1777.0219690
03 Jul 2026 05:20:34.225    03 Jul 2026 05:20:47.771      13.545392104    Earth           Penumbra    4             1770.3712583
03 Jul 2026 05:20:47.771    03 Jul 2026 05:49:50.957      1743.1862311    Earth           Umbra       4             1770.3712583
03 Jul 2026 05:49:50.957    03 Jul 2026 05:50:04.597      13.639635080    Earth           Penumbra    4             1770.3712583
03 Jul 2026 06:55:51.748    03 Jul 2026 06:56:05.403      13.654103922    Earth           Penumbra    5             1763.6414995
03 Jul 2026 06:56:05.403    03 Jul 2026 07:25:01.639      1736.2360991    Earth           Umbra       5             1763.6414995
03 Jul 2026 07:25:01.639    03 Jul 2026 07:25:15.390      13.751296489    Earth           Penumbra    5             1763.6414995
03 Jul 2026 08:31:09.292    03 Jul 2026 08:31:23.057      13.764344598    Earth           Penumbra    6             1756.8249682
03 Jul 2026 08:31:23.057    03 Jul 2026 09:00:12.253      1729.1960645    Earth           Umbra       6             1756.8249682
03 Jul 2026 09:00:12.253    03 Jul 2026 09:00:26.117      13.864559052    Earth           Penumbra    6             1756.8249682
03 Jul 2026 10:06:26.969    03 Jul 2026 10:06:40.845      13.876464916    Earth           Penumbra    7             1749.9075416
03 Jul 2026 10:06:40.845    03 Jul 2026 10:35:22.897      1722.0515354    Earth           Umbra       7             1749.9075416
03 Jul 2026 10:35:22.897    03 Jul 2026 10:35:36.876      13.979541266    Earth           Penumbra    7             1749.9075416
03 Jul 2026 11:41:44.798    03 Jul 2026 11:41:58.789      13.990963390    Earth           Penumbra    8             1742.8774424
03 Jul 2026 11:41:58.789    03 Jul 2026 12:10:33.579      1714.7895881    Earth           Umbra       8             1742.8774424
03 Jul 2026 12:10:33.579    03 Jul 2026 12:10:47.676      14.096890949    Earth           Penumbra    8             1742.8774424
03 Jul 2026 13:17:02.739    03 Jul 2026 13:17:16.848      14.108210290    Earth           Penumbra    9             1735.7096394
03 Jul 2026 13:17:16.848    03 Jul 2026 13:45:44.232      1707.3841804    Earth           Umbra       9             1735.7096394
03 Jul 2026 13:45:44.232    03 Jul 2026 13:45:58.449      14.217248687    Earth           Penumbra    9             1735.7096394
03 Jul 2026 14:52:20.778    03 Jul 2026 14:52:35.006      14.228487562    Earth           Penumbra    10            1728.3802261
03 Jul 2026 14:52:35.006    03 Jul 2026 15:20:54.817      1699.8109631    Earth           Umbra       10            1728.3802261
03 Jul 2026 15:20:54.817    03 Jul 2026 15:21:09.158      14.340775413    Earth           Penumbra    10            1728.3802261
03 Jul 2026 16:27:38.929    03 Jul 2026 16:27:53.281      14.351926278    Earth           Penumbra    11            1720.8998094
03 Jul 2026 16:27:53.281    03 Jul 2026 16:56:05.362      1692.0805025    Earth           Umbra       11            1720.8998094
03 Jul 2026 16:56:05.362    03 Jul 2026 16:56:19.829      14.467380603    Earth           Penumbra    11            1720.8998094
03 Jul 2026 18:02:57.193    03 Jul 2026 18:03:11.671      14.478484634    Earth           Penumbra    12            1713.2988762
03 Jul 2026 18:03:11.671    03 Jul 2026 18:31:15.894      1684.2231513    Earth           Umbra       12            1713.2988762
03 Jul 2026 18:31:15.894    03 Jul 2026 18:31:30.492      14.597240277    Earth           Penumbra    12            1713.2988762
03 Jul 2026 19:38:15.535    03 Jul 2026 19:38:30.143      14.608245296    Earth           Penumbra    13            1705.5833383
03 Jul 2026 19:38:30.143    03 Jul 2026 20:06:26.388      1676.2443190    Earth           Umbra       13            1705.5833383
03 Jul 2026 20:06:26.388    03 Jul 2026 20:06:41.119      14.730774052    Earth           Penumbra    13            1705.5833383
03 Jul 2026 21:13:33.927    03 Jul 2026 21:13:48.668      14.741600538    Earth           Penumbra    14            1697.7331659
03 Jul 2026 21:13:48.668    03 Jul 2026 21:41:36.792      1668.1234090    Earth           Umbra       14            1697.7331659
03 Jul 2026 21:41:36.792    03 Jul 2026 21:41:51.660      14.868156379    Earth           Penumbra    14            1697.7331659
03 Jul 2026 22:48:52.392    03 Jul 2026 22:49:07.271      14.878909942    Earth           Penumbra    15            1689.7304493
03 Jul 2026 22:49:07.271    03 Jul 2026 23:16:47.113      1659.8422926    Earth           Umbra       15            1689.7304493
03 Jul 2026 23:16:47.113    03 Jul 2026 23:17:02.122      15.009246755    Earth           Penumbra    15            1689.7304493

Number of individual events : 45
Number of total events      : 15
Maximum duration (s)        :   1789.9922681
Maximum duration at the 1st eclipse.


